name,external_id
Coppersmith,coppersmith
Copy shop,copy_shop
Copying supply store,copying_supply_store
Copywriting service,copywriting_service
Corporate campus,corporate_campus
Corporate entertainment service,corporate_entertainment_service
Corporate gift supplier,corporate_gift_supplier
Corporate office,corporate_office
Correctional services department,correctional_services_department
Cosmetic dentist,cosmetic_dentist
Cosmetic products manufacturer,cosmetic_products_manufacturer
Cosmetic surgeon,cosmetic_surgeon
Cosmetics and perfumes supplier,cosmetics_and_parfumes_supplier
Cosmetics industry,cosmetics_industry
Cosmetics store,cosmetics_store
Cosmetics wholesaler,cosmetics_wholesaler
Cosplay cafe,cosplay_cafe
Cost accounting service,cost_accounting_service
Costa Rican restaurant,costa_rican_restaurant
Costume jewelry shop,costume_jewelry_shop
Costume rental service,costume_rental_service
Costume store,costume_store
Cottage,cottage
Cottage rental,cottage_rental
Cotton exporter,cotton_exporter
Cotton mill,cotton_mill
Cotton supplier,cotton_supplier
Council,council
Counselor,counselor
Countertop contractor,countertop_contractor
Countertop store,countertop_store
Country club,country_club
Country food restaurant,country_food_restaurant
Country house,country_house
Country park,country_park
County government office,county_government_office
Courier service,courier_service
Court executive officer,court_executive_officer
Court reporter,court_reporter
Couscous restaurant,couscous_restaurant
Couture store,couture_store
Coworking space,coworking_space
Crab house,crab_dish_restaurant
Craft store,craft_store
Cramming school,cramming_school
Crane dealer,crane_dealer
Crane rental agency,crane_rental_agency
Crane service,crane_service
Craniosacral therapy,craniosacral_therapy
Crating Services,crating_services
Creche,creche
Credit counseling service,credit_counseling_service
Credit reporting agency,credit_reporting_agency
Credit union,credit_union
Cremation service,cremation_service
Creole restaurant,creole_restaurant
Cricket club,cricket_club
Cricket ground,cricket_ground
Cricket shop,cricket_shop
Crime victim service,crime_victim_service
Criminal justice attorney,criminal_law_attorney
Croatian restaurant,croatian_restaurant
Crop grower,crop_grower
Croquet club,croquet_club
Cruise agency,cruise_agency
Cruise line company,cruise_line
Cruise terminal,cruise_terminal
Crushed stone supplier,crushed_stone_supplier
Crêperie,creperie
Cuban restaurant,cuban_restaurant
Culinary school,culinary_school
Cultural association,cultural_association
Cultural center,cultural_center
Cultural landmark,cultural_landmark
Cupcake shop,cupcake_shop
Cupra dealer,cupra_dealer
Cured ham bar,cured_ham_bar
Cured ham store,cured_ham_store
Cured ham warehouse,cured_ham_warehouse
Curling club,curling_club
Curling hall,curling_hall
Currency exchange service,currency_exchange_service
Curtain and upholstery cleaning service,curtain_and_upholstery_cleaner
Curtain store,curtain_store
Curtain supplier and maker,curtain_supplier_and_maker
Custom confiscated goods store,custom_confiscated_goods_store
Custom home builder,custom_home_builder
Custom label printer,custom_label_printer
Custom t-shirt store,custom_t_shirt_store
Custom tailor,custom_tailor
Customs broker,customs_broker
Customs consultant,customs_consultant
Customs department,customs_department
Customs office,customs_office
Customs warehouse,customs_warehouse
Cutlery store,cutlery_store
Cycle rickshaw stand,cycle_rickshaw_stand
Cycling park,cycling_park
Czech restaurant,czech_restaurant
DJ service,dj
DJ supply store,dj_supply_store
DS Automobiles dealer,ds_automobiles_dealer
DVD store,dvd_store
Dacia dealer,dacia_dealer
Daihatsu dealer,daihatsu_dealer
Dairy,dairy
Dairy farm,dairy_farm
Dairy farm equipment supplier,dairy_farm_equipment_supplier
Dairy store,dairy_store
Dairy supplier,dairy_supplier
Dan Dan noodle restaurant,dan_dan_noodle_restaurant
Dance club,dance_club
Dance company,dance_company
Dance conservatory,dance_conservatory
Dance hall,dance_hall
Dance pavillion,dance_pavillion
Dance restaurant,dance_restaurant
Dance school,dance_school
Dance store,dance_store
Danish restaurant,danish_restaurant
Dart bar,dart_bar
Dart supply store,dart_supply_store
Data entry service,data_entry_service
Data recovery service,data_recovery_service
Database management company,database_management_company
Dating service,dating_service
Day care center,day_care_center
Day spa,day_spa
Deaf church,deaf_church
Deaf school,deaf_school
Deaf service,deaf_service
Dealer of Fiat Professional,dealer_of_fiat_professional
Debris removal service,debris_removal_service
Debt collecting,debt_collecting
Debt collection agency,debt_collection_agency
Decal supplier,decal_supplier
Deck builder,deck_builder
Deli,deli
Delivery Chinese restaurant,delivery_chinese_restaurant
Delivery service,delivery_service
Demolition contractor,demolition_contractor
Dental clinic,dental_clinic
Dental hygienist,dental_hygienist
Dental implants periodontist,dental_implants_periodontist
Dental implants provider,dental_implants_provider
Dental insurance agency,dental_insurance_agency
Dental laboratory,dental_lab
Dental radiology,dental_radiology
Dental school,dental_school
Dental supply store,dental_supply_store
Dentist,dentist
Denture care center,denture_care_center
Department for Regional Development,department_for_regional_development
Department of Public Safety,department_of_public_safety
Department of Social Services,department_of_social_services
Department of State Treasure,dept_of_state_treasure
Department of Transportation,department_of_transportation
Department of education,department_of_education
Department of finance,department_of_finance
Department of housing,department_of_housing
Department of motor vehicles,department_of_motor_vehicles
Department store,department_store
Dept of City Treasure,dept_of_city_treasure
Dermatologist,dermatologist
Desalination plant,desalination_plant
Design agency,design_agency
Design engineer,design_engineer
Design institute,design_institute
Desktop publishing service,desktop_publishing_service
Dessert restaurant,dessert_restaurant
Dessert shop,dessert_shop
Detention center,detention_center
Dhaba,dhaba
Diabetes center,diabetes_center
Diabetes equipment supplier,diabetes_equipment_supplier
Diabetologist,diabetologist
Diagnostic center,diagnostic_center
Dialysis center,dialysis_center
Diamond buyer,diamond_buyer
Diamond dealer,diamond_dealer
Diaper service,diaper_service
Diesel engine dealer,diesel_engine_dealer
Diesel engine repair service,diesel_engine_repair_service
Diesel fuel supplier,diesel_fuel_supplier
Dietitian,dietitian
Digital printer,digital_printer
Digital printing service,digital_printing_service
Dim sum restaurant,dim_sum_restaurant
Diner,diner
Dinner theater,dinner_theater
Direct mail advertising,direct_mail_advertising
Dirt supplier,dirt_supplier
Disability equipment supplier,disability_equipment_supplier
Disability services and support organization,disability_services_and_support_organization
Disc golf course,disc_golf_course
Disciples of Christ Church,disciples_of_christ_church
Disco club,disco
Discount store,discount_store
Discount supermarket,discount_supermarket
Display home center,display_home_center
Display stand manufacturer,display_stand_manufacturer
Disposable Nappies,disposable-nappies
Disposable tableware supplier,disposable_tableware_supplier
Distance learning center,distance_learning_center
Distillery,distillery
Distribution service,distribution_service
District Justice,district_justice
District attorney,district_attorney
District council,district_council
District government office,district_government_office
District office,district_office
Dive club,dive_club
Dive shop,dive_shop
Diving center,diving_center
Diving contractor,diving_service
Divorce lawyer,divorce_attorney
Divorce service,divorce_service
Do-it-yourself shop,do_it_yourself_store
Dock builder,dock_builder
Doctor,doctor
Dodge dealer,dodge_dealer
Dog breeder,dog_breeder
Dog cafe,dog_cafe
Dog day care center,dog_day_care_center
Dog park,dog_park
Dog trainer,dog_trainer
Dog walker,dog_walker
Dogsled ride service,dogsled_ride_service
Dojo restaurant,dojo_restaurant
Doll restoration service,doll_restoration_service
Doll store,doll_store
Dollar store,dollar_store
Domestic abuse treatment center,domestic_abuse_treatment_center
Domestic airport,domestic_airport
Dominican restaurant,dominican_restaurant
Donations center,donations_center
Doner kebab restaurant,doner_kebab_restaurant
Donut shop,donut_shop
Door manufacturer,door_manufacturer
Door shop,door_shop
Door supplier,door_supplier
Door warehouse,door_warehouse
Double glazing installer,double_glazing_supplier
Doula,doula
Drafting equipment supplier,drafting_equipment_supplier
Drafting service,drafting_service
Drainage service,drainage_service
Drama school,drama_school
Drama theater,drama_theater
Drawing lessons,drawing_lessons
Dress and tuxedo rental service,dress_and_tuxedo_rental_service
Dress store,dress_shop
Dressmaker,dressmaker
Dried flower shop,dried_flower_shop
Dried seafood store,dried_seafood_store
Drilling contractor,drilling_contractor
Drilling equipment supplier,drilling_equipment_supplier
Drinking water fountain,drinking_water_fountain
Drive-in movie theater,drive_in_movie_theater
Driver and vehicle licensing agency,driver_vehicle_licensing_agency
Driver's license office,drivers_license_office
Drivers license training school,drivers_license_training_school
Driveshaft shop,driveshaft_shop
Driving school,driving_school
Driving test center,driving_test_centre
Drone shop,drone_shop
Drug store,drugstore
Drug testing service,drug_testing_service
Drum school,drum_school
Drum store,drum_store
Dry cleaner,dry_cleaner
Dry fruit store,dry_fruit_store
Dry ice supplier,dry_ice_supplier
Dry wall contractor,dry_wall_contractor
Dry wall supply store,dry_wall_supply_store
Dryer vent cleaning service,dryer_vent_cleaning_service
Ducati dealer,ducati_dealer
Dude ranch,dude_ranch
Dump truck dealer,dump_truck_dealer
Dumpling restaurant,dumpling_restaurant
Dumpster rental service,dumpster_rental_service
Durum restaurant,durum_restaurant
Dutch restaurant,dutch_restaurant
Duty free store,duty_free_store
Dye store,dye_store
Dyeworks,dyeworks
Dynamometer supplier,dynamometer_supplier
E commerce agency,e_commerce_agency
E-commerce service,e_commerce_service
EFTPOS equipment supplier,eftpos_equipment_supplier
Ear piercing service,ear_piercing_service
Earth works company,earth_works_company
East African restaurant,east_african_restaurant
East Javanese restaurant,east_javanese_restaurant
Eastern European restaurant,eastern_european_restaurant
Eastern Orthodox Church,eastern_orthodox_church
Eating disorder treatment center,eating_disorder_treatment_center
Eclectic restaurant,eclectic_restaurant
Ecological park,ecological_park
Ecologists association,ecologists_association
Economic consultant,economic_consultant
Economic development agency,economic_development_agency
Ecuadorian restaurant,ecuadorian_restaurant
Education center,education_center
Educational consultant,educational_consultant
Educational institution,educational_institution
Educational supply store,educational_supply_store
Educational testing service,educational_testing_service
Egg supplier,egg_supplier
Egyptian restaurant,egyptian_restaurant
Elder law attorney,elder_law_attorney
Electric Motor Scooter Dealer,electric_motor_scooter_dealer
Electric Motor Vehicle Dealer,electric_motor_vehicle_dealer
Electric Motorcycle Dealer,electric_motorcycle_dealer
Electric bicycle store,electric_bicycle_store
Electric generator shop,generator_shop
Electric motor repair shop,electric_motor_repair_shop
Electric motor store,electric_motor_store
Electric utility company,electric_utility_company
Electric vehicle charging station,electric_vehicle_charging_station
Electric vehicle charging station contractor,electric_vehicle_charging_station_contractor
Electrical appliance wholesaler,electrical_appliance_wholesaler
Electrical engineer,electrical_engineer
Electrical equipment manufacturer,electric_utility_manufacturer
Electrical equipment supplier,electrical_equipment_supplier
Electrical installation service,electrical_installation_service
Electrical parts wholesaler,electrical_wholesaler
Electrical repair shop,electrical_repair_shop
Electrical substation,electrical_substation
Electrical supply store,electrical_supply_store
Electrician,electrician
Electrolysis hair removal service,electrolysis_hair_removal_service
Electronic engineering service,electronic_engineer
Electronic parts supplier,electronic_parts_supplier
Electronics accessories wholesaler,electronics_accessories_wholesaler
Electronics company,electronics_company
Electronics engineer,electronics_engineer
Electronics exporter,electronics_exporter
Electronics hire shop,electronics_hire_shop
Electronics manufacturer,electronics_manufacturer
Electronics repair shop,electronics_repair_shop
Electronics store,electronics_store
Electronics vending machine,electronics_vending_machine
Electronics wholesaler,electronics_wholesaler
Elementary school,elementary_school
Elevator manufacturer,elevator_manufacturer
Elevator service,elevator_service
Embassy,embassy
Embossing service,embossing_service
Embroidery service,embroidery_service
Embroidery shop,embroidery_shop
Emergency call booth,emergency_call_station
Emergency care physician,emergency_care_physician
Emergency care service,emergency_care_service
Emergency dental service,emergency_dental_service
Emergency locksmith service,emergency_locksmith_service
Emergency management ministry,emergency_management_ministry
Emergency room,emergency_room
Emergency training,emergency_training
Emergency training school,emergency_training_school
Emergency veterinarian service,emergency_veterinarian_service
Employment agency,employment_agency
Employment attorney,employment_attorney
Employment center,employment_center
Employment consultant,employment_consultant
Endocrinologist,endocrinologist
Endodontist,endodontist
Endoscopist,endoscopist
Energy equipment and solutions,energy_equipment_and_solutions
Energy supplier,energy_supplier
Engine rebuilding service,engine_rebuilding_service
Engineer,engineer
Engineering consultant,engineering_consultant
Engineering school,engineering_school
English language camp,english_language_camp
English language instructor,english_language_instructor
English language school,english_language_school
English restaurant,english_restaurant
Engraver,engraver
Entertainer,entertainer
Entertainment agency,entertainment_agency
Envelope supplier,envelope_supplier
Environment office,environment_office
Environment renewable natural resources,environment_renewable_natural_resources
Environmental consultant,environmental_consultant
Environmental engineer,environmental_engineer
Environmental health service,environmental_health_service
Environmental organization,environmental_organization
Environmental protection organization,environmental_protection_organization
Episcopal church,episcopal_church
Equestrian club,equestrian_club
Equestrian facility,equestrian_facility
Equestrian store,equestrian_store
Equipment exporter,equipment_exporter
Equipment importer,equipment_importer
Equipment rental agency,equipment_rental_agency
Equipment supplier,equipment_supplier
Eritrean restaurant,eritrean_restaurant
Erotic massage,erotic_massage
Escape room center,escape_room_center
Escrow service,escrow_service
Espresso bar,espresso_bar
Estate appraiser,estate_appraiser
Estate liquidator,estate_liquidator
Estate planning attorney,estate_planning_attorney
Ethiopian restaurant,ethiopian_restaurant
Ethnographic museum,ethnographic_museum
European restaurant,european_restaurant
Evangelical church,evangelical_church
Evening dress rental service,evening_dress_rental_service
Evening school,evening_school
Event management company,event_management_company
Event planner,event_planner
Event technology service,event_technology_service
Event ticket seller,event_ticket_seller
Event venue,event_venue
Excavating contractor,excavating_contractor
Executive search firm,executive_search_firm
Executive suite rental agency,executive_suite_rental_agency
Executor,executor
Exercise equipment store,fitness_equipment_store
Exhibit,exhibit
Exhibition and trade centre,exhibition_and_trade_center
Exhibition planner,exhibition_planner
Exporter,exporter
Extended stay hotel,extended_stay_hotel
Extremaduran restaurant,extremadurian_restaurant
Eye care center,eye_care_center
Eyebrow bar,eyebrow_bar
Eyelash salon,eyelash_salon
FMCG goods wholesaler,fmcg_goods_wholesaler
FMCG manufacturer,fmcg_manufacturer
Fabric product manufacturer,fabric_product_manufacturer
Fabric store,fabric_store
Fabric wholesaler,fabric_wholesaler
Fabrication engineer,fabrication_engineer
Facial spa,facial_spa
Factory equipment supplier,factory_equipment_supplier
Faculty of arts,faculty_of_arts
Faculty of chemistry,chemistry_faculty
Faculty of geography and history,geography_and_history_faculty
Faculty of law,faculty_of_law
Faculty of media and information science,media_and_information_sciences_faculty
Faculty of pharmacy,faculty_of_pharmacy
Faculty of psychology,faculty_of_psychology
Faculty of science,faculty_of_science
Faculty of sports,faculty_of_sports
Fairground,fairground
Falafel restaurant,falafel_restaurant
Family counselor,family_counselor
Family day care service,family_day_care_service
Family law attorney,family_law_attorney
Family planning center,family_planning_center
Family planning counselor,family_planning_counselor
Family practice physician,family_practice_physician
Family restaurant,family_restaurant
Family service center,family_service_center
Farm,farm
Farm bureau,farm_bureau
Farm equipment repair service,farm_equipment_repair_service
Farm equipment supplier,farm_equipment_supplier
Farm household tour,farm_household_tour
Farm school,farm_school
Farm shop,farm_shop
Farmers' market,farmers_market
Farmstay,farmstay
Farrier Service,farrier_service
Fashion accessories store,fashion_accessories_store
Fashion design school,fashion_design_school
Fashion designer,fashion_designer
Fast food restaurant,fast_food_restaurant
Fastener supplier,fastener_supplier
Fax service,fax_service
Federal Agency for Technical Relief,federal_agency_for_technical_relief
Federal credit union,federal_credit_union
Federal government office,federal_government_office
Federal police,federal_police
Federal reserve bank,federal_reserve_bank
Feed manufacturer,feed_manufacturer
Felt boots store,felt_boots_store
Fence contractor,fence_contractor
Fence supply store,fence_supply_store
Fencing salon,fencing_salon
Fencing school,fencing_school
Feng shui consultant,feng_shui_consultant
Feng shui shop,feng_shui_shop
Ferrari dealer,ferrari_dealer
Ferris wheel,ferris_wheel
Ferry service,ferry_service
Fertility clinic,fertility_clinic
Fertility physician,fertility_physician
Fertilizer supplier,fertilizer_supplier
Festival,festival
Festival hall,festival_hall
Fiat dealer,fiat_dealer
Fiber optic products supplier,fiber_optic_products_supplier
Fiberglass repair service,fiberglass_repair_service
Fiberglass supplier,fiberglass_supplier
Figurine shop,figurine_shop
Filipino Grocery Store,filipino_grocery_store
Filipino restaurant,filipino_restaurant
Film and photograph library,film_and_photograph_library
Film production company,film_production_company
Filtration plant,filtration_plant
Finance broker,finance_broker
Financial Advisor,financial_advisor
Financial audit,financial_audit
Financial consultant,financial_consultant
Financial institution,financial_institution
Financial planner,financial_planner
Fine dining restaurant,fine_dining_restaurant
Fingerprinting service,fingerprinting_service
Finishing materials supplier,finishing_materials_supplier
Finnish restaurant,finnish_restaurant
Fire alarm supplier,fire_alarm_supplier
Fire damage restoration service,fire_damage_restoration_service
Fire department equipment supplier,fire_department_equipment_supplier
Fire fighters academy,fire_fighters_academy
Fire protection consultant,fire_protection_consultant
Fire protection equipment supplier,fire_protection_equipment_supplier
Fire protection service,fire_protection_service
Fire protection system supplier,fire_protection_system_supplier
Fire station,fire_station
Firearms academy,firearms_academy
Fireplace manufacturer,fireplace_manufacturer
Fireplace store,fireplace_store
Firewood supplier,firewood_supplier
Fireworks store,fireworks_store
Fireworks supplier,fireworks_supplier
First aid station,first_aid
Fish & chips restaurant,fish_and_chips_restaurant
Fish and chips takeaway,fish_and_chips_takeaway
Fish farm,fish_farm
Fish processing,fish_processing
Fish restaurant,fish_restaurant
Fish spa,fish_spa
Fish store,fish_store
Fishing camp,fishing_camp
Fishing charter,fishing_charter
Fishing club,fishing_club
Fishing pier,fishing_pier
Fishing pond,fishing_pond
Fishing store,fishing_store
Fitness center,fitness_center
Fitness equipment wholesaler,fitness_equipment_wholesaler
Fitted furniture supplier,fitted_furniture_supplier
Fixed-base operator,fixed_base_operator
Flag store,flag_store
Flamenco dance store,flamenco_dance_store
Flamenco school,flamenco_school
Flamenco theater,flamenco_theater
Flavours fragrances and aroma supplier,flavours_fragrances_and_aroma_supplier
Flea market,flea_market
Flight school,flight_school
Floating market,floating_market
Floor refinishing service,floor_refinishing_service
Floor sanding and polishing service,floor_sanding_and_polishing_service
Flooring contractor,flooring_contractor
Flooring store,flooring_store
Floridian restaurant,floridian_restaurant
Florist,florist
Flour mill,flour_mill
Flower delivery,flower_delivery
Flower designer,flower_designer
Flower market,flower_market
Foam rubber producer,foam_rubber_producer
Foam rubber supplier,foam_rubber_supplier
Foie gras producer,producteur_de_foie_gras
Folk high school,folk_high_school
Fondue restaurant,fondue_restaurant
Food and beverage consultant,food_and_beverage_consultant
Food and beverage exporter,food_and_beverage_exporter
Food bank,food_bank
Food broker,food_broker
Food court,food_court
Food machinery supplier,food_machinery_supplier
Food manufacturer,food_manufacturer
Food manufacturing supply,food_manufacturing_supply
Food processing company,food_processing_company
Food processing equipment,food_processing_equipment
Food producer,food_producer
Food products supplier,food_products_supplier
Food seasoning manufacturer,food_seasoning_manufacturer
Foot bath,foot_bath
Foot care,foot_care
Foot massage parlor,foot_massage_parlor
Football club,football_club
Footwear wholesaler,shoe_wholesaler
Ford dealer,ford_dealer
Foreclosure service,foreclosure_service
Foreign consulate,foreign_consulate
Foreign exchange students organization,foreign_exchange_students_organization
Foreign languages program school,foreign_languages_program_school
Foreign trade consultant,foreign_trade_consultant
Foreman builders association,foreman_builders_association
Forensic consultant,forensic_consultant
Forestry service,forestry_service
Forklift dealer,forklift_dealer
Forklift rental service,forklift_rental_service
Formal wear store,formal_clothing_store
Fortress,fortress
Fortune telling services,fortune_telling_services
Foster care service,foster_care_service
Foundation,foundation
Foundry,foundry
Fountain contractor,fountain_contractor
Foursquare church,foursquare_church
Franconian restaurant,franconian_restaurant
Fraternal organization,fraternal_organization
Free clinic,free_clinic
Free parking lot,free_parking_lot
Freestyle wrestling,freestyle_wrestling
Freight forwarding service,freight_forwarding_service
French language school,french_language_school
French restaurant,french_restaurant
French steakhouse restaurant,french_steakhouse_restaurant
Fresh food market,fresh_food_market
Fried chicken takeaway,fried_chicken_takeaway
Friends church,friends_church
Frituur,frituur
Frozen dessert supplier,frozen_dessert_supplier
Frozen food manufacturer,frozen_food_manufacturer
Frozen food store,frozen_food_store
Frozen yogurt shop,frozen_yogurt_shop
Fruit and vegetable processing,fruit_and_vegetable_processing
Fruit and vegetable store,fruit_and_vegetable_store
Fruit and vegetable wholesaler,fruit_and_vegetable_wholesaler
Fruit parlor,fruit_parlor
Fruit wholesaler,fruit_wholesaler
Fruits wholesaler,fruits_wholesaler
Fuel supplier,fuel_supplier
Fugu restaurant,fugu_restaurant
Fujian restaurant,fu_jian_restaurant
Full Gospel church,full_gospel_church
Full dress rental service,full_dress_rental_service
Function room facility,function_room_facility
Funeral celebrant service,funeral_celebrant_service
Funeral director,funeral_director
Funeral home,funeral_home
Fur coat shop,fur_coat_shop
Fur manufacturer,fur_manufacturer
Fur service,fur_service
Furnace parts supplier,furnace_parts_supplier
Furnace repair service,furnace_repair_service
Furnace store,furnace_store
Furnished apartment building,furnished_apartment_building
Furniture Removal,furniture_removal
Furniture accessories,furniture_accessories
Furniture accessories supplier,furniture_accessories_supplier
Furniture maker,furniture_maker
Furniture manufacturer,furniture_manufacturer
Furniture rental service,furniture_rental_service
Furniture repair shop,furniture_repair_shop
Furniture store,furniture_store
Furniture wholesaler,furniture_wholesaler
Fusion restaurant,fusion_restaurant
Futon store,futon_store
Futsal court,futsal_field
GMC dealer,gmc_dealer
GPS supplier,gps_supplier
Galician restaurant,galician_restaurant
Gambling house,gambling_house
Gambling instructor,gambling_instructor
Game store,game_store
Garage builder,garage_builder
Garage door supplier,garage_door_supplier
Garbage collection service,garbage_collection_service
Garbage dump,garbage_dump
Garbage dump service,garbage_dump_service
Garden,garden
Garden Machinery Supplier,garden_machinery
Garden building supplier,garden_building_retail
Garden center,garden_center
Garden furniture shop,garden_furniture_store
Gardener,gardener
Garment exporter,garment_exporter
Gas company,gas_company
Gas cylinders supplier,gas_cylinders_supplier
Gas engineer,gas_engineer
Gas installation service,gas_installation_service
Gas logs supplier,gas_logs_supplier
Gas shop,gas_shop
Gas station,gas_station
Gasfitter,gasfitter
Gasket manufacturer,gasket_manufacturer
Gastroenterologist,gastroenterologist
Gastrointestinal surgeon,gastrointestinal_surgeon
Gastropub,gastropub
Gated community,gated_community
Gay & lesbian organization,gay_and_lesbian_organization
Gay bar,gay_bar
Gay night club,gay_night_club
Gay sauna,gay_sauna
Gazebo builder,gazebo_builder
Gemologist,gemologist
Genealogist,genealogist
General contractor,general_contractor
General education school,general_education_school
General hospital,general_hospital
General practice attorney,general_practice_attorney
General practitioner,general_practitioner
General register office,general_register_office
General store,general_store
Genesis dealer,genesis_dealer
Geological research company,geological_research_company
Geological service,geological_service
Georgian restaurant,georgian_restaurant
Geotechnical engineer,geotechnical_engineer
Geriatrician,geriatrician
German language school,german_language_school
German restaurant,german_restaurant
Gift basket store,gift_basket_store
Gift shop,gift_shop
Gift wrap store,gift_wrap_store
Girl bar,girl_bar
Girls' high school,girls_secondary_school
Glass & mirror shop,glass_and_mirror_shop
Glass block supplier,glass_block_supplier
Glass blower,glass_blower
Glass cutting service,glass_cutting_service
Glass engraving service,glass_engraving
Glass etching service,glass_etching_service
Glass industry,glass_industry
Glass manufacturer,glass_manufacturer
Glass merchant,glass_merchant
Glass repair service,glass_repair_service
Glass shop,glass_shop
Glasses repair service,glasses_repair_service
Glassware manufacturer,glassware_manufacturer
Glassware store,glassware_store
Glassware wholesaler,glassware_wholesaler
Glazier,glazier
Gluten-free restaurant,gluten_free_restaurant
Go-kart track,go_kart_track
Goan restaurant,goan_restaurant
Gold dealer,gold_dealer
Gold mining company,gold_mining_company
Goldfish store,goldfish_store
Goldsmith,goldsmith
Golf cart dealer,golf_cart_dealer
Golf club,golf_club
Golf course,golf_course
Golf course builder,golf_course_builder
Golf driving range,golf_driving_range
Golf instructor,golf_instructor
Golf shop,golf_shop
Gospel church,gospel_church
Gourmet grocery store,gourmet_grocery_store
Government college,government_college
Government economic program,government_economic_program
Government hospital,government_hospital
Government office,government_office
Government ration shop,government_ration_shop
Government school,government_school
Graduate school,graduate_school
Graffiti removal service,graffiti_removal_service
Grain elevator,grain_elevator
Grammar school,grammar_school
Granite supplier,granite_supplier
Graphic designer,graphic_designer
Gravel pit,gravel_pit
Gravel plant,gravel_plant
Greco-Roman wrestling,greco_roman_wrestling
Greek Orthodox church,greek_orthodox_church
Greek restaurant,greek_restaurant
Green energy supplier,green_energy_supplier
Greengrocer,green_grocers
Greenhouse,greenhouse
Greeting card shop,greeting_card_shop
Greyhound stadium,greyhound_stadium
Grill,asador
Grill store,grill_store
Grocery delivery service,grocery_delivery_service
Grocery store,grocery_store
Ground self defense force,ground_self_defense_force
Group home,group_home
Grow shop,grow_shop
Guardia Civil,guardia_civil
Guardia Di Finanza Police,guardia_di_finanza_police
Guatemalan restaurant,guatemalan_restaurant
Guest house,guest_house
Guitar instructor,guitar_instructor
Guitar store,guitar_store
Guizhou restaurant,gui_zhou_restaurant
Gujarati restaurant,gujarati_restaurant
Gun club,gun_club
Gun shop,gun_shop
Gurudwara,sikh_temple
Gutter cleaning service,gutter_cleaning_service
Gym,gym
Gymnasium Cz,gymnasium_cz
Gymnasium school,gymnasium_school
Gymnastics center,gymnastics_center
Gymnastics club,gymnastics_club
Gynecologist,gynecologist_only
Gypsum product supplier,gypsum_product_supplier
Gyro restaurant,gyro_restaurant
Gyudon restaurant,beef_rice_bowl_restaurant
HIV testing center,hiv_testing_center
HVAC contractor,hvac_contractor
Haberdashery,haberdashery
Hair extension technician,hair_extension_technician
Hair extensions supplier,hair_extensions_supplier
Hair removal service,hair_removal_service
Hair replacement service,hair_replacement_service
Hair salon,hair_salon
Hair transplantation clinic,hair_transplantation_clinic
Hairdresser,unisex_hairdresser
Haitian restaurant,haitian_restaurant
Hakka restaurant,hakka_restaurant
Halal restaurant,halal_restaurant
Haleem restaurant,haleem_restaurant
Halfway house,halfway_house
Ham shop,ham_shop
Hamburger restaurant,hamburger_restaurant
Hammam,hammam
Hand surgeon,hand_surgeon
Handbags shop,handbags_shop
Handball club,handball_club
Handball court,handball_court
Handicapped transportation service,handicapped_transportation_service
Handicraft,handicraft
Handicraft exporter,handicraft_exporter
Handicraft fair,handicraft_fair
Handicraft museum,handicraft_museum
Handicraft school,handicraft_school
Handicrafts wholesaler,handicrafts_wholesaler
"Handyman, Handywoman, Handyperson",handyman
Hang gliding center,hang_gliding_center
Hardware store,hardware_store
Hardware training institute,hardware_training_institute
Harley-Davidson dealer,harley_davidson_dealer
Hat shop,hat_shop
Haunted house,haunted_house
Hauptschule (lower-tier secondary school),hauptschule
Haute French restaurant,haute_french_restaurant
Haute couture fashion house,haute_couture_fashion_house
Hawaiian goods store,hawaiian_goods_store
Hawaiian restaurant,hawaiian_restaurant
Hawker centre,hawker_centre
Hawker stall,hawker_stall
Hay supplier,hay_supplier
Head start center,head_start_center
Health and beauty shop,health_and_beauty_shop
Health consultant,health_consultant
Health counselor,health_counselor
Health food restaurant,health_food_restaurant
Health food store,health_food_store
Health insurance agency,health_insurance_agency
Health resort,health_resort
Health spa,health_spa
Hearing aid repair service,hearing_aid_repair_service
Hearing aid store,hearing_aid_store
Hearing assistance earphone store,hearing_assistance_earphone_store
Heart hospital,heart_hospital
Heating contractor,heating_contractor
Heating equipment supplier,heating_equipment_supplier
Heating oil supplier,heating_oil_supplier
Height works,height_works
Helicopter charter,helicopter_charter
Helicopter tour agency,helicopter_tour_agency
Heliport,heliport
Helium gas supplier,helium_gas_supplier
Helpline,helpline
Hematologist,hematologist
Hepatologist,hepatologist
Herb shop,herb_shop
Herbal medicine store,herbal_medicine_store
Herbalist,herbalist
Heritage building,heritage_building
Heritage museum,heritage_museum
Heritage preservation,heritage_preservation
High ropes course,high_ropes_course
High school,high_school
Higher secondary school,higher_secondary_school
Highway patrol,highway_patrol
Hiking area,hiking_area
Hiking guide,hiking_guide
Hindu priest,hindu_priest
Hindu temple,hindu_temple
Hip hop dance class,hip_hop_dance_class
Hispanic church,hispanic_church
Historical landmark,historical_landmark
Historical place museum,historical_place_museum
Historical society,historical_society
History museum,history_museum
Hoagie restaurant,hoagie_restaurant
Hobby store,hobby_store
Hockey club,hockey_club
Hockey field,hockey_field
Hockey rink,hockey_rink
Hockey supply store,hockey_supply_store
Holding company,holding_company
Holiday apartment,vacation_appartment
Holiday apartment rental,holiday_apartment_rental
Holiday home,holiday_home
Holistic medicine practitioner,holistic_medicine_practitioner
Home audio store,stereo_store
